ds,yhat,yhat_lower,yhat_upper
2023-10-09,2258.366531563646,1996.7603267567451,2529.320237556278
2023-10-10,2221.8927240376097,1943.8632479349162,2501.0469984522783
2023-10-11,2219.784287543671,1971.5427302910314,2482.1413301583057
2023-10-12,2271.334736868779,2003.8259885178772,2529.9921425299635
2023-10-13,2229.670650358736,1951.3162166982438,2490.2738192365737
2023-10-14,2259.7146378794005,2000.3699353867514,2552.783582359083
2023-10-15,2214.1573588253787,1939.0746754782704,2468.8930132090536
2023-10-16,2251.1562576942865,1998.0114693846388,2503.644499290764
2023-10-17,2219.514166784508,1960.8967742744037,2493.724385042762
2023-10-18,2213.4859609524165,1960.5429513201223,2478.7459588009915
2023-10-19,2255.686485337538,1988.2310045783909,2528.2655101408973
2023-10-20,2242.218609531379,1991.0710570932265,2502.5781861498826
2023-10-21,2274.6070429662363,2019.3087639688065,2566.2881781711253
2023-10-22,2200.6198738735416,1925.3573509746411,2470.102026642152
2023-10-23,2241.706784388479,1976.9953217261368,2518.855804572505
2023-10-24,2230.883981354129,1956.0899265307175,2496.5639799412475
2023-10-25,2211.4317358024505,1972.432877422551,2482.940592793283
2023-10-26,2243.0678658322754,1966.4003558470254,2492.652416454275
2023-10-27,2257.6379384911347,1997.127546268729,2528.6583154868804
2023-10-28,2283.016789351284,2033.4119121961494,2541.7127984158524
2023-10-29,2242.70051110385,1967.6520059076543,2506.6336816456846
2023-10-30,2264.3898438753454,1995.4674409992103,2524.7740587702037
2023-10-31,2254.581616924458,1996.0644645636505,2524.1119116891095
2023-11-01,2196.1405394818594,1922.8288778050362,2451.8460729788812
2023-11-02,2232.0922228843774,1973.5482033784185,2484.4436525308056
2023-11-03,2269.934549039191,1994.0093251489284,2532.8277749439853
2023-11-04,2281.0090849232433,2009.2607819889179,2559.772985492789
2023-11-05,2215.228725308107,1947.557143213016,2460.932388653073
2023-11-06,2243.6430283390946,1976.200835814852,2500.7726806501087
2023-11-07,2245.791433861832,1997.8183314412688,2512.4324472881012
2023-11-08,2204.346357852379,1936.4332817698662,2458.5115756623272
2023-11-09,2242.127890475894,1982.89254492629,2502.925951801684
2023-11-10,2249.9199350150466,2019.1462636538172,2540.1383590368923
2023-11-11,2281.7424772936465,2024.530396747045,2550.5235361673576
2023-11-12,2213.1368947160527,1961.1721404971654,2465.803194895706
2023-11-13,2239.9728553917544,1974.4917562146422,2481.541342611626
2023-11-14,2252.013251732023,2001.8444343966562,2521.8082502084135
2023-11-15,2187.8510953299938,1909.8607762690854,2423.2673564190086
2023-11-16,2232.4898617895938,1975.3296613895561,2493.3046955476498
2023-11-17,2252.679559120466,1991.1070063692225,2510.825001250806
2023-11-18,2291.4267985448873,2031.8123435348289,2563.5865211355044
2023-11-19,2209.5744201554294,1957.867098384661,2463.010772182207
2023-11-20,2254.553287168189,1960.043949704682,2529.4410857143757
2023-11-21,2227.9539110527503,1951.3405182749627,2518.0952124257774
2023-11-22,2205.1294288257536,1934.6882906311355,2468.403805082652
2023-11-23,2230.169458964646,1959.148781814373,2485.638991201084
